Layer,ID_Mean,ID_Std,OOD_Mean,OOD_Std
0,23.544301986694336,0.0035409363069977104,23.507430267333984,0.00873384112018133
1,7.10196704864502,0.027262740056578777,6.879497718811035,0.052700025659600504
2,11.908343505859374,0.00988535844965326,12.515563774108887,0.033040679333752425
3,5.081195831298828,0.012507295469539883,7.563949680328369,0.024482389325451267
4,4.356110954284668,0.04794511614482798,14.149177742004394,0.10440845136587344
5,17.139732360839844,0.05633190275345264,15.752447319030761,0.10088285635220959
